Hmia_Digestive;Xboc_EPIDERMIS,Hmia_Digestive;Xboc_EPIDERMIS_pval1,Hmia_Digestive;Xboc_EPIDERMIS_pval2,Hmia_Digestive;Xboc_GUT,Hmia_Digestive;Xboc_GUT_pval1,Hmia_Digestive;Xboc_GUT_pval2,Hmia_Endoderm-like I;Xboc_GUT,Hmia_Endoderm-like I;Xboc_GUT_pval1,Hmia_Endoderm-like I;Xboc_GUT_pval2,Hmia_Endoderm-like II;Xboc_EPIDERMIS,Hmia_Endoderm-like II;Xboc_EPIDERMIS_pval1,Hmia_Endoderm-like II;Xboc_EPIDERMIS_pval2,Hmia_Endodermal Progenitor;Xboc_GUT,Hmia_Endodermal Progenitor;Xboc_GUT_pval1,Hmia_Endodermal Progenitor;Xboc_GUT_pval2,Hmia_Endodermal Progenitor;Xboc_unk9,Hmia_Endodermal Progenitor;Xboc_unk9_pval1,Hmia_Endodermal Progenitor;Xboc_unk9_pval2,Hmia_Endoerm-like III;Xboc_EPIDERMIS,Hmia_Endoerm-like III;Xboc_EPIDERMIS_pval1,Hmia_Endoerm-like III;Xboc_EPIDERMIS_pval2,Hmia_Epidermal;Xboc_CILIATED_CELLS,Hmia_Epidermal;Xboc_CILIATED_CELLS_pval1,Hmia_Epidermal;Xboc_CILIATED_CELLS_pval2,Hmia_Epidermal Progenitor;Xboc_unk9,Hmia_Epidermal Progenitor;Xboc_unk9_pval1,Hmia_Epidermal Progenitor;Xboc_unk9_pval2,Hmia_Muscle;Xboc_MUSCLE,Hmia_Muscle;Xboc_MUSCLE_pval1,Hmia_Muscle;Xboc_MUSCLE_pval2,Hmia_Neoblast;Xboc_unk9,Hmia_Neoblast;Xboc_unk9_pval1,Hmia_Neoblast;Xboc_unk9_pval2,Hmia_Neural;Xboc_NEURON,Hmia_Neural;Xboc_NEURON_pval1,Hmia_Neural;Xboc_NEURON_pval2,Hmia_Neural;Xboc_PHARYNGEAL,Hmia_Neural;Xboc_PHARYNGEAL_pval1,Hmia_Neural;Xboc_PHARYNGEAL_pval2,Hmia_Secretory;Xboc_SECRETORY_EPITHELIIUM_1,Hmia_Secretory;Xboc_SECRETORY_EPITHELIIUM_1_pval1,Hmia_Secretory;Xboc_SECRETORY_EPITHELIIUM_1_pval2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_2_pval1,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_2_pval2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_3,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_3_pval1,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_3_pval2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_4,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_4_pval1,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_4_pval2
,,,Hmia_98047132-rab14-3;Xboc_model_1569,1.99146442591998e-12,2.282364857068167e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98003120-rb22a;Xboc_model_13642,1.2470113335085871e-05,9.589828273052254e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98014209-rab8b;Xboc_model_1569,1.0482484246070624e-11,2.282364857068167e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98008143-rb22a-2;Xboc_model_8599,3.734945727092012e-17,0.002273447294832374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98010275-unknown-263;Xboc_model_11766,1.585727486631523e-15,7.519862699152948e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98017366-rab5c;Xboc_model_467,7.397327542033779e-37,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98009933-dcor-2;Xboc_model_4347,1.1355964779998673e-64,0.0004182967044476502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98017366-rab5c;Xboc_model_8173,7.397327542033779e-37,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98034973-rab9a;Xboc_model_8599,1.0592937402991434e-15,0.002273447294832374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98049280-arl8a;Xboc_model_9052,3.439801263710128e-40,4.7808947368786704e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98013391-rb11a-2;Xboc_model_13642,1.224920949636723e-07,9.589828273052254e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98045626-kgp1-3;Xboc_model_4774,9.714399739009546e-07,3.8405060119420285e-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98017366-rab5c;Xboc_model_12458,7.397327542033779e-37,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98046374-slk;Xboc_model_11239,2.453078440677766e-11,3.4144579793424866e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98111638-dcxr-9;Xboc_model_2527,1.5318480074953794e-22,0.004987711656325949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98034119-adr2-2;Xboc_model_7711,1.314480198646156e-21,0.0006472357350819154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98048044-cdc42-5;Xboc_model_467,2.3577743795032996e-27,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98048044-cdc42-5;Xboc_model_8173,2.3577743795032996e-27,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98035775-rab1a-4;Xboc_model_1569,4.590033173572875e-07,2.282364857068167e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98003298-rb11a;Xboc_model_467,3.080739659831879e-08,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98042015-s38a7-5;Xboc_model_11800,9.895369387471736e-09,4.349283361759669e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98003298-rb11a;Xboc_model_8173,3.080739659831879e-08,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98008433-efhd2;Xboc_model_9729,6.402601564639039e-06,4.135324803865729e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98010716-abca3-2;Xboc_model_10767,1.5706042049607265e-14,0.006706891768154081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98024313-src-3;Xboc_model_11239,6.369423712342193e-07,3.4144579793424866e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98132122-rdh12-4;Xboc_model_2527,1.3742918466639407e-13,0.004987711656325949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98048044-cdc42-5;Xboc_model_12458,2.3577743795032996e-27,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98039854-ub2l3;Xboc_model_4041,6.373464770198187e-49,0.003039832903954797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98003298-rb11a;Xboc_model_12458,3.080739659831879e-08,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98049280-arl8a;Xboc_model_8599,3.439801263710128e-40,0.002273447294832374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98031468-rab7l;Xboc_model_1569,0.00170590100608773,2.282364857068167e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98053875-s17a5-14;Xboc_model_3167,0.005650374248674706,2.407489532866446e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98039742-dhb11-2;Xboc_model_2527,2.8702244033761582e-12,0.004987711656325949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98039854-ub2l3;Xboc_model_12070,6.373464770198187e-49,0.00021701252451106635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98051248-gstm4;Xboc_model_4664,1.2920145813000478e-10,0.00014209721254334639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98021076-rdh12-2;Xboc_model_13060,0.0007449511003829112,5.186352194550093e-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98054263-rdhe2-3;Xboc_model_2527,2.0858627904988057e-22,0.004987711656325949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98040837-lzic;Xboc_model_3491,2.607988372576442e-31,0.007416655812241307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98049071-mlp3c;Xboc_model_11759,1.1264841257374152e-16,4.784971148853643e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98026450-cbr1-5;Xboc_model_13060,1.9018083124422838e-06,5.186352194550093e-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98003120-rb22a;Xboc_model_467,1.2470113335085871e-05,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98003120-rb22a;Xboc_model_8173,1.2470113335085871e-05,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98021702-dram2-3;Xboc_model_4033,1.783217020293716e-12,0.0060638507394982985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98003120-rb22a;Xboc_model_12458,1.2470113335085871e-05,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98013391-rb11a-2;Xboc_model_467,1.224920949636723e-07,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98002053-arp3b;Xboc_model_12571,6.719562441185892e-25,2.855892798476644e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98013391-rb11a-2;Xboc_model_8173,1.224920949636723e-07,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98034432-rac3-2;Xboc_model_13512,0.003909442333145659,1.2065785327359145e-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98047132-rab14-3;Xboc_model_467,1.99146442591998e-12,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98051876-caza2;Xboc_model_4813,4.015504284510656e-11,1.1014678650494543e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98047132-rab14-3;Xboc_model_8173,1.99146442591998e-12,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98013391-rb11a-2;Xboc_model_12458,1.224920949636723e-07,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98014209-rab8b;Xboc_model_467,1.0482484246070624e-11,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98001717-arf1;Xboc_model_8173,4.3709425407552735e-05,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98014209-rab8b;Xboc_model_8173,1.0482484246070624e-11,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98006570-rdh11-2;Xboc_model_13060,0.0032639360031752923,5.186352194550093e-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98047132-rab14-3;Xboc_model_12458,1.99146442591998e-12,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98014209-rab8b;Xboc_model_12458,1.0482484246070624e-11,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98026934-bacd3;Xboc_model_5672,1.1392402811768853e-12,8.513311059935139e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98002917-a1cf;Xboc_model_578,0.00345279231096528,4.6661057190310454e-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98027561-arf1-6;Xboc_model_8173,1.4363914061454825e-07,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98026104-rhoc;Xboc_model_13642,0.0012473799364078164,9.589828273052254e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98039263-mp2k7;Xboc_model_11408,3.402610999513663e-24,0.003719125105582403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98001717-arf1;Xboc_model_9052,4.3709425407552735e-05,4.7808947368786704e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98035775-rab1a-4;Xboc_model_467,4.590033173572875e-07,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98003120-rb22a;Xboc_model_8599,1.2470113335085871e-05,0.002273447294832374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98035775-rab1a-4;Xboc_model_8173,4.590033173572875e-07,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98148213-dhrs1-4;Xboc_model_2527,1.4642213614325786e-07,0.004987711656325949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98039403-mrp1-8;Xboc_model_10767,3.052962788936416e-05,0.006706891768154081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98058775-fyv1;Xboc_model_1249,7.161704538923326e-07,0.00012671232348572753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98019011-elf2;Xboc_model_10506,6.353024970811083e-08,0.0010763975026762008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98035775-rab1a-4;Xboc_model_12458,4.590033173572875e-07,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98027561-arf1-6;Xboc_model_9052,1.4363914061454825e-07,4.7808947368786704e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98031468-rab7l;Xboc_model_467,0.00170590100608773,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98034432-rac3-2;Xboc_model_2535,0.003909442333145659,1.7205634007029072e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98031468-rab7l;Xboc_model_8173,0.00170590100608773,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98034764-thiom;Xboc_model_10785,1.4209280246931832e-05,3.2014922460514875e-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98007714-pcy1a;Xboc_model_9896,3.0420743880954525e-14,0.00062153449909259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98034432-rac3-2;Xboc_model_1569,0.003909442333145659,2.282364857068167e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98039832-cbr1-6;Xboc_model_2527,1.5385178581592277e-12,0.004987711656325949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98031468-rab7l;Xboc_model_12458,0.00170590100608773,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98001717-arf1;Xboc_model_8599,4.3709425407552735e-05,0.002273447294832374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98105484-gstm4-2;Xboc_model_4664,0.000689160519308535,0.00014209721254334639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98041782-pdpk1;Xboc_model_11408,2.8044374878167717e-13,0.003719125105582403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98102794-lkha4;Xboc_model_1104,0.0018854051012076214,9.542468548808742e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98026934-bacd3;Xboc_model_13265,1.1392402811768853e-12,0.006098133870404553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98008263-taxb1;Xboc_model_10779,0.001992847868586823,5.1573854836066376e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98034432-rac3-2;Xboc_model_13642,0.003909442333145659,9.589828273052254e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98027561-arf1-6;Xboc_model_8599,1.4363914061454825e-07,0.002273447294832374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98016546-pkn3;Xboc_model_11408,2.014649849453954e-07,0.003719125105582403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98040521-kapcb;Xboc_model_11408,1.6753061866325846e-11,0.003719125105582403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98000109-spns1;Xboc_model_4771,3.630329072691243e-08,0.00048696773676838815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98046374-slk;Xboc_model_11408,2.453078440677766e-11,0.003719125105582403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98018478-elf5;Xboc_model_10506,1.892641269323448e-05,0.0010763975026762008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98007351-arp2;Xboc_model_12571,1.390192038536445e-05,2.855892798476644e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98056953-fgd6-2;Xboc_model_1249,0.0003854931843281867,0.00012671232348572753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98006326-cgat2;Xboc_model_1773,0.0004025485336028508,5.592505862052341e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98034432-rac3-2;Xboc_model_467,0.003909442333145659,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98034432-rac3-2;Xboc_model_8173,0.003909442333145659,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98020945-spns2-2;Xboc_model_4771,0.0010611366153598254,0.00048696773676838815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98034432-rac3-2;Xboc_model_12458,0.003909442333145659,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98021076-rdh12-2;Xboc_model_2527,0.0007449511003829112,0.004987711656325949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98045626-kgp1-3;Xboc_model_11408,9.714399739009546e-07,0.003719125105582403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98026450-cbr1-5;Xboc_model_2527,1.9018083124422838e-06,0.004987711656325949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98041156-vp37b;Xboc_model_5655,0.00011304537721476534,0.0025547465020746046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98050557-chm2b;Xboc_model_9462,0.006714125595082445,0.00016421968776295686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98030568-pgm2;Xboc_model_7022,0.000118426122589525,0.005753067946275298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
